2022-10-06 23:54:00,683 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-10-06 23:54:00,703 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-10-06 23:54:00,703 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-10-06 23:54:00,703 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-10-06 23:54:00,703 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-10-06 23:54:00,703 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-10-06 23:54:00,703 INFO  SwAddin.cs: 201 - Setting up command manager
2022-10-06 23:54:00,711 INFO  SwAddin.cs: 204 - Adding command manager
2022-10-06 23:54:00,714 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-10-06 23:54:00,723 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-10-06 23:54:00,723 INFO  SwAddin.cs: 210 - Adding event handlers
2022-10-06 23:54:00,734 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-10-06 23:58:38,188 INFO  SwAddin.cs: 294 - Assembly export called for file arm_oficial
2022-10-06 23:58:40,376 INFO  SwAddin.cs: 313 - Saving assembly
2022-10-06 23:58:40,466 INFO  SwAddin.cs: 316 - Opening property manager
2022-10-06 23:58:40,480 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_oficial
2022-10-06 23:58:40,485 INFO  ExportHelperExtension.cs: 1136 - Found 35 in arm_oficial
2022-10-06 23:58:40,485 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm_oficial
2022-10-06 23:58:40,486 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-06 23:58:40,487 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-10-06 23:58:40,488 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link2-1
2022-10-06 23:58:40,488 INFO  ExportHelperExtension.cs: 1136 - Found 38 in link2-1
2022-10-06 23:58:40,489 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link2-1
2022-10-06 23:58:40,489 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2022-10-06 23:58:40,490 INFO  ExportHelperExtension.cs: 1136 - Found 34 in base_link-1
2022-10-06 23:58:40,490 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2022-10-06 23:58:40,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link3-1
2022-10-06 23:58:40,491 INFO  ExportHelperExtension.cs: 1136 - Found 37 in link3-1
2022-10-06 23:58:40,492 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link3-1
2022-10-06 23:58:40,492 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link1-1
2022-10-06 23:58:40,492 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link1-1
2022-10-06 23:58:40,493 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link1-1
2022-10-06 23:58:40,493 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm_oficial
2022-10-06 23:58:40,493 INFO  ExportHelperExtension.cs: 1136 - Found 35 in arm_oficial
2022-10-06 23:58:40,494 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in arm_oficial
2022-10-06 23:58:40,494 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-06 23:58:40,494 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-10-06 23:58:40,495 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link2-1
2022-10-06 23:58:40,495 INFO  ExportHelperExtension.cs: 1136 - Found 38 in link2-1
2022-10-06 23:58:40,495 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link2-1
2022-10-06 23:58:40,496 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2022-10-06 23:58:40,496 INFO  ExportHelperExtension.cs: 1136 - Found 34 in base_link-1
2022-10-06 23:58:40,496 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2022-10-06 23:58:40,497 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link3-1
2022-10-06 23:58:40,497 INFO  ExportHelperExtension.cs: 1136 - Found 37 in link3-1
2022-10-06 23:58:40,498 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link3-1
2022-10-06 23:58:40,498 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link1-1
2022-10-06 23:58:40,498 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link1-1
2022-10-06 23:58:40,499 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link1-1
2022-10-06 23:58:40,663 INFO  SwAddin.cs: 339 - Loading config tree
2022-10-06 23:58:40,667 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-10-06 23:58:40,670 INFO  SwAddin.cs: 344 - Showing property manager
2022-10-06 23:58:49,440 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-06 23:59:07,068 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-06 23:59:12,254 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-06 23:59:23,598 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-06 23:59:28,725 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-06 23:59:39,904 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-06 23:59:53,319 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-10-06 23:59:54,469 INFO  ExportHelperExtension.cs: 347 - Creating joint link1
2022-10-06 23:59:54,475 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2022-10-06 23:59:54,476 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-10-06 23:59:54,589 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2022-10-06 23:59:54,590 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-06 23:59:54,591 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-10-06 23:59:54,591 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-10-06 23:59:54,615 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2022-10-06 23:59:55,750 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child link1 failed
2022-10-06 23:59:55,754 INFO  ExportHelperExtension.cs: 347 - Creating joint link2
2022-10-06 23:59:55,754 INFO  ExportHelperExtension.cs: 1397 - Fixing components for link1
2022-10-06 23:59:55,755 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2022-10-06 23:59:55,755 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-10-06 23:59:55,881 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2022-10-06 23:59:55,882 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-06 23:59:55,882 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-10-06 23:59:55,882 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-10-06 23:59:55,883 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 25
2022-10-06 23:59:55,883 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2022-10-06 23:59:57,001 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent link1 to child link2 failed
2022-10-06 23:59:57,007 INFO  ExportHelperExtension.cs: 347 - Creating joint link3
2022-10-06 23:59:57,007 INFO  ExportHelperExtension.cs: 1397 - Fixing components for link2
2022-10-06 23:59:57,008 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-10-06 23:59:57,008 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2022-10-06 23:59:57,008 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-10-06 23:59:57,159 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2022-10-06 23:59:57,160 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-06 23:59:57,160 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-10-06 23:59:57,161 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-10-06 23:59:57,161 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 27
2022-10-06 23:59:57,161 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 25
2022-10-06 23:59:57,162 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2022-10-06 23:59:58,437 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent link2 to child link3 failed
2022-10-06 23:59:58,535 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_oficial
2022-10-06 23:59:58,536 INFO  ExportHelperExtension.cs: 1136 - Found 44 in arm_oficial
2022-10-06 23:59:58,537 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in arm_oficial
2022-10-06 23:59:58,537 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-06 23:59:58,538 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-10-06 23:59:58,538 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link2-1
2022-10-06 23:59:58,538 INFO  ExportHelperExtension.cs: 1136 - Found 38 in link2-1
2022-10-06 23:59:58,539 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link2-1
2022-10-06 23:59:58,539 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2022-10-06 23:59:58,540 INFO  ExportHelperExtension.cs: 1136 - Found 34 in base_link-1
2022-10-06 23:59:58,540 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2022-10-06 23:59:58,540 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link3-1
2022-10-06 23:59:58,541 INFO  ExportHelperExtension.cs: 1136 - Found 37 in link3-1
2022-10-06 23:59:58,541 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link3-1
2022-10-06 23:59:58,542 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link1-1
2022-10-06 23:59:58,542 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link1-1
2022-10-06 23:59:58,543 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link1-1
2022-10-06 23:59:58,543 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm_oficial
2022-10-06 23:59:58,543 INFO  ExportHelperExtension.cs: 1136 - Found 44 in arm_oficial
2022-10-06 23:59:58,544 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in arm_oficial
2022-10-06 23:59:58,544 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-06 23:59:58,544 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-10-06 23:59:58,545 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link2-1
2022-10-06 23:59:58,545 INFO  ExportHelperExtension.cs: 1136 - Found 38 in link2-1
2022-10-06 23:59:58,545 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link2-1
2022-10-06 23:59:58,546 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2022-10-06 23:59:58,546 INFO  ExportHelperExtension.cs: 1136 - Found 34 in base_link-1
2022-10-06 23:59:58,547 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2022-10-06 23:59:58,547 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link3-1
2022-10-06 23:59:58,547 INFO  ExportHelperExtension.cs: 1136 - Found 37 in link3-1
2022-10-06 23:59:58,548 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link3-1
2022-10-06 23:59:58,548 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link1-1
2022-10-06 23:59:58,548 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link1-1
2022-10-06 23:59:58,549 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link1-1
2022-10-06 23:59:58,594 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-07 00:00:13,100 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-10-07 00:00:13,104 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
